,index,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,StateAverage
772,773,10038,stringfellow memorial hospital,301 east 18th sf,empty,empty,anniston,a;,36201,calhoun,2562358900,acute care hospitals,proprietary,tes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,90%,117 patients,al_scip-vte-1
773,774,10038,stringfellow memorial hospital,301 eadt 18th st,empty,empty,anniston,al,36201,calhoun,2562358900,acute care hospitals,proprietary,yex,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,89%,116 patients,al_scip-vte-2
774,775,10039,huntsville hospital,101 sivley rd,empty,empty,huntsville,al,35801,madison,2562651000,acute care hospitals,government - hospital district or authority,yes,children s asthma care,cac-1,children who received reliever medication while hospitalized for asthma,100%,193 patients,al_cac-1
775,776,10039,huntsville hospital,101 sivley rd,empty,empty,huntsville,al,35801,madison,2562651000,acute care hospitals,government - hospital district or authority,yes,children s asthma care,cac-2,children who received systemic corticosteroid medication (oral and iv medication that reduces inflammation and controls symptoms) while hospitalized for asthma,98%,193 patients,al_cac-2
776,777,10039,huntsville hospital,101 sivley rd,empty,empty,huntsville,al,35801,madison,2562651000,acute care hospitals,government - hospital district or authority,yes,children s asthma care,cac-3,children and their caregivers who received a home management plan of care document while hospitalized for asthma,14%,193 patients,al_cac-3
777,778,10039,huntsville hospital,101 sivley rd,empty,empty,huntsville,al,35801,madison,2562651000,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,98%,155 patients,al_ami-1
778,779,10039,huntsville hospital,101 sivley rd,empty,empty,huntsville,al,35801,madison,2562651000,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,100%,323 patients,al_ami-2
779,780,10039,huntsville hospital,101 sivley rd,empty,empty,huntsville,al,35801,madison,2562651000,acute care hospitals,givernment - hospital district or authority,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),97%,77 patients,al_ami-3
780,781,10039,huntsville hospital,101 sivley rd,empty,empty,huntsville,al,35801,madison,2562651000,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100%,135 patients,al_ami-4
781,782,10039,huntsville hospital,101 sivley rd,empty,empty,huntsville,al,35801,madison,2562651000,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,100%,301 patients,al_ami-5
782,783,10039,huntsville hospital,101 sivley rd,empty,empty,huntsville,al,35801,madison,2562651000,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,0 patients,al_ami-7a
783,784,10039,huntsville hospital,101 sivley rd,empty,empty,huntsville,al,35801,madison,2562651000,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,82%,44 patients,al_ami-8a
784,785,10039,huntsville hospital,101 sivley rd,empty,empty,huntsville,al,35801,madison,2562651000,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-1,heart failure patients given discharge instructions,72%,264 patients,al_hf-1
785,786,10039,huntsville hospital,101 sivley rd,empty,empty,huntsville,al,35801,madison,2562651000,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,95%,303 patients,al_hf-2
786,787,10039,huntsville hospital,101 sivley rd,empty,empty,huntsville,al,35801,madison,2562651000,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),98%,102 patients,al_hf-3
787,788,10039,huntsville hospital,101 sivley rd,empty,empty,huntsville,al,35801,madison,2562651000,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100%,51 patients,al_hf-4
788,789,10039,huntsville hospital,101 sivley rd,empty,empty,huntsville,al,35801,madison,2562651000,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,96%,509 patients,al_pn-2
789,790,10039,huntsville hospital,101 sivley rd,empty,empty,huntsville,al,35801,madison,2562651000,acute care hospitals,government - hospital district or authority,yes,pneumoniw,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,99%,496 patients,al_pn-3b
790,791,10039,huntsville hospital,101 sivley rd,empty,empty,huntsville,al,35801,madison,2562651000,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,97%,294 patients,al_pn-4
791,792,10039,huntsville hospital,101 sivley rd,empty,empty,huntsville,al,35801,madison,2562651000,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,93%,511 patients,al_pn-5c
792,793,10039,huntsville hospital,101 sivley rd,empty,empty,huntsville,al,35801,madison,2562651000,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),89%,313 patients,al_pn-6
793,794,10039,huntsville hospital,101 sivley rd,empty,3mpty,hyntsville,al,35801,madison,2462651000,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,89%,409 patients,al_pn-7
794,795,10039,huntsville hospital,101 sivley rd,empty,emptt,huntsvill3,a.,35801,madison,2562651009,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,90%,123 patients,al_scip-card-2
795,796,10039,huntsville hospital,101 sivley rd,empty,rmpty,h8ntsville,"a,",35801,madison,2t62651000,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,95%,601 patients,al_scip-inf-1
796,797,10039,huntsville hospital,101 sivley rd,empty,3mpty,guntsville,ak,35801,madison,1562651000,acute care hospitals,government - hospital district or authority,yes,surgical infection preventjon,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,99%,603 patients,al_scip-inf-2
797,798,10039,huntsville hospital,101 sivley rd,empty,emlty,huntsbille,wl,35801,madison,25626r1000,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),93%,561 patients,al_scip-inf-3
798,799,10039,huntsville hospital,101 sivley rd,empty,emptu,hubtsville,al,35801,madison,2552651000,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,95%,149 patients,al_scip-inf-4
799,800,10039,huntsville hospital,101 sivley rd,empty,4mpty,hyntsville,al,35801,madison,2462651000,acute care hospitals,government p hospital district or authority,yes,surgical infection prevent9on,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),99%,852 patients,al_scip-inf-6
800,801,10039,huntsville hospital,101 sivley rd,empty,smpty,hun5sville,ao,35801,madison,2561651000,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,93%,269 patients,al_scip-vte-1
801,802,10039,huntsville hospital,101 sivley rd,empty,enpty,hjntsville,al,35801,madison,2462651000,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,90%,269 patients,al_scip-vte-2
802,803,10040,gadsden regional medical center,1007 goodyear avenue,empty,smpty,gadscen,al,35903,etowah,2564844000,acute care hospitals,proprietary,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,94%,123 patients,al_ami-1
803,804,10040,gadsden regional medical center,1007 goodyear avenue,empty,empth,gacsden,al,35903,etowah,2564944p00,acute care hospitals,proprietary,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,99%,134 patients,al_ami-2
804,805,10040,gadsden regional medical center,1007 goodyear avenue,empty,em;ty,gadsdrn,al,35903,etowah,2565944000,acute care hospitals,proprietary,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),89%,18 patients,al_ami-3
805,806,10040,gadsden regional medical center,1007 goodyear avenue,empty,em[ty,gadsdej,al,35903,etowah,2564944090,acute care hospitals,prolrietary,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100%,79 patients,al_ami-4
806,807,10040,gadsden regional medical center,1007 goodyear avenue,empty,em0ty,gwdsden,al,35903,etowah,w564944000,acute care hospitals,proprietary,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,95%,117 patients,al_ami-5
807,808,10040,gadsden regional medical center,1007 goodyear avenue,empty,empfy,gadsxen,al,35903,etowah,2564944o00,acute care hospitals,proprietary,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,68%,25 patients,al_ami-7a
808,809,10040,gadsden regional medical center,1007 goodyear avenue,empty,emptt,gadssen,al,35903,etowah,1564944000,acute care hospitals,proprietary,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,83%,12 patients,al_ami-8a
809,810,10040,gadsden regional medical center,1007 goodyear avenue,empty,em0ty,gaesden,al,35903,etowah,2554944000,acute care hospitals,proprietary,yes,heart failure,hf-1,heart failure patients given discharge instructions,47%,211 patients,al_hf-1
810,811,10040,gadsden regional medical center,1007 goodyear avenue,empty,emp6y,gadsddn,al,35903,etowah,2554944000,acute care hospitals,proprietary,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,100%,259 patients,al_hf-2
811,812,10040,gadsden regional medical center,1007 goodyear avenue,empty,smpty,fadsden,al,35903,etowah,2664944000,acute care hospitals,proprietsry,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),93%,69 patients,al_hf-3
812,813,10040,gadsden regional medical center,1007 goodyear avenue,empty,enpty,gqdsden,al,35903,etowah,2564944900,acute care hospitals,proprietarg,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100%,70 patients,al_hf-4
813,814,10040,gadsden regional medical center,1007 goodyear avenue,empty,enpty,gqdsden,al,35903,etowah,2564844000,acute care hospitals,proprietary,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,96%,255 patients,al_pn-2
814,815,10040,gadsden regional medical center,1007 goodyear avenue,empty,smpty,gadsdeb,al,35903,etowah,2564044000,acute care hospitals,proprietary,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,96%,187 patients,al_pn-3b
815,816,10040,gadsden regional medical center,1007 goodyear avenue,empty,em[ty,gadsdrn,al,35903,etowah,25t4944000,acute care hospitals,proprietary,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,100%,130 patients,al_pn-4
816,817,10040,gadsden regional medical center,1007 goodyear avenue,empty,empyy,hadsden,al,35903,etowah,256494400o,acute care hospitals,proprietary,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,94%,266 patients,al_pn-5c
817,818,10040,gadsden regional medical center,1007 goodyear avenue,empty,ekpty,gadsd3n,al,35903,etowah,2564944p00,acute care hospitals,proprietary,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),89%,153 patients,al_pn-6
818,819,10040,gadsden regional medical center,1007 goodyear avenue,empty,em0ty,gaesden,al,35903,etowah,2564944900,acute care hospitals,proprietary,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,96%,187 patients,al_pn-7
819,820,10040,gadsden regional medical center,1007 goodyear avenue,empty,smpty,gadsdeh,ak,35903,etowah,256494400-,acute care hospitals,proprietary,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,91%,109 patients,al_scip-card-2
820,821,10040,gadsden regional medical center,1007 goodyear avenue,empty,em[ty,badsden,a.,35903,etowah,25649440o0,acute care hospitals,proprietary,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,98%,557 patients,al_scip-inf-1
821,822,10040,gadsden regional medical center,1007 goodyear avenue,empty,emptu,gadsdej,a;,35903,etowah,2564844000,acute care hospitals,proprietary,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,97%,564 patients,al_scip-inf-2
822,823,10040,gadsden regional medical center,1007 goodyear avenue,empty,dmpty,gacsden,ap,35903,etowah,256494e000,acute care hospitals,proprietary,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),90%,520 patients,al_scip-inf-3
823,824,10040,gadsden regional medical center,1007 goodyear avenue,empty,empry,gadaden,al,35903,etowah,2564944090,acute care hospitals,proprietary,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,94%,186 patients,al_scip-inf-4
824,825,10040,gadsden regional medical center,1007 goodyear avenue,empty,em-ty,gadsdeh,al,35903,etowah,256494r000,acute care hospitals,propeietary,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,854 patients,al_scip-inf-6
825,826,10040,gadsden regional medical center,1007 goodyear avenue,empty,"e,pty",gadsdsn,zl,35903,etowah,2564934000,acute care hospitals,proprietary,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,95%,315 patients,al_scip-vte-1
826,827,10040,gadsden regional medical center,1007 goodyear avenue,empty,smpty,garsden,al,35903,etowah,256494400p,acute care hospitals,proprietary,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,87%,315 patients,al_scip-vte-2
827,828,10043,chilton medical center,1010 lay dam road,empt7,empgy,clantoh,al,35045,chilton,20575r2500,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,100%,1 patients,al_ami-1
828,829,10043,chilton medical center,1010 lay dam road,empgy,ekpty,clabton,al,35045,chilton,2o57552500,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,100%,1 patients,al_ami-2
829,830,10043,chilton medical center,1010 lay dam road,emptu,ekpty,clantom,al,35045,chilton,w057552500,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,1 patients,al_ami-3
830,831,10043,chilton medical center,1010 lay dam road,empty,em[ty,clantoj,al,35045,chilton,2056552500,acute care hospitals,voluntary non-profit - private,yes,heart attadk,ami-4,heart attack patients given smoking cessation advice/counseling,empty,0 patients,al_ami-4
831,832,10043,chilton medical center,1010 lay dam road,ekpty,dmpty,clqnton,al,35045,chilton,2057r52500,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,100%,1 patients,al_ami-5
832,833,10043,chilton medical center,1010 lay dam road,"e,pty",rmpty,clanyon,al,35045,chilton,205755250p,acute care hospitals,voluntary non-profit - private,yes,heart qttack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,0 patients,al_ami-7a
833,834,10043,chilton medical center,1010 lay dam road,4mpty,enpty,clantoj,al,35045,chilton,2057553500,acute care hospitals,voluntary non-profit - private,yes,hsart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,empty,0 patients,al_ami-8a
834,835,10043,chilton medical center,1010 lay dam road,empt6,em[ty,clantin,al,35045,chilton,2057553500,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given discharge instructions,84%,19 patients,al_hf-1
835,836,10043,chilton medical center,1010 lay dam road,emp5y,empt7,clahton,al,35045,chilton,20575525-0,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,89%,28 patients,al_hf-2
836,837,10043,chilton medical center,1010 lay dam road,wmpty,emp6y,clqnton,al,35045,chilton,205y552500,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),75%,4 patients,al_hf-3
837,838,10043,chilton medical center,1010 lay dam road,4mpty,emp6y,clan5on,al,35045,chilton,205755250-,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100%,4 patients,al_hf-4
838,839,10043,chilton medical center,1010 lay dam road,empgy,empt6,clznton,al,35045,chilton,w057552500,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,89%,47 patients,al_pn-2
839,840,10043,chilton medical center,1010 lay dam road,em;ty,"e,pty",clanyon,al,35045,chilton,2057552r00,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,92%,36 patients,al_pn-3b
840,841,10043,chilton medical center,1010 lay dam road,empty,empt6,clantpn,al,35045,chilton,2067552500,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,94%,16 patients,al_pn-4
841,842,10043,chilton medical center,1010 lay dam road,empty,rmpty,xlanton,al,35045,chilton,205755250-,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,98%,44 patients,al_pn-5c
842,843,10043,chilton medical center,1010 lay dam road,empty,empfy,clantpn,al,35045,chilton,2057552590,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),95%,38 patients,al_pn-6
843,844,10043,chilton medical center,1010 lay dam road,empty,em0ty,clantoj,al,35045,chilton,2047552500,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,81%,37 patients,al_pn-7
844,845,10043,chilton medical center,1010 lay dam road,empty,smpty,clanron,ao,35045,chilton,2-57552500,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,50%,2 patients,al_scip-card-2
845,846,10043,chilton medical center,1010 lay dam road,empty,enpty,c.anton,ao,35045,chilton,q057552500,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,100%,4 patients,al_scip-inf-1
846,847,10043,chilton medical center,1010 lay dam road,empty,enpty,clqnton,zl,35045,chilton,2057562500,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,100%,4 patients,al_scip-inf-2
847,848,10043,chilton medical center,1010 lay dam road,empty,4mpty,clan6on,wl,35045,chilton,2057t52500,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),100%,4 patients,al_scip-inf-3
848,849,10043,chilton medical center,1010 lay dam road,empty,dmpty,clantom,al,35045,chilton,2057562500,acute care hospitals,voluntary non-profit - private,yes,surgical ingection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,empty,0 patients,al_scip-inf-4
849,850,10043,chilton medical center,1010 lay dam road,empty,em0ty,coanton,"a,",35045,chilton,2057t52500,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,5 patients,al_scip-inf-6
850,851,10043,chilton medical center,1010 lay dam road,empth,em;ty,clan6on,sl,35045,chilton,205755w500,acute care hospitals,voluntary non-profit - private,yes,surgical infrction prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,empty,0 patients,al_scip-vte-1
851,852,10043,chilton medical center,1010 lay dam road,rmpty,empyy,clantob,al,35045,chilton,205755w500,acute care hospitals,voluntary non-profit - private,yes,sudgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,empty,0 patients,al_scip-vte-2
852,853,10044,marion regional medical center,1256 military street south,empt6,emptt,hanilton,al,35570,marion,2059q16200,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,67%,3 patients,al_ami-1
853,854,10044,marion regional medical center,1256 military street south,"e,pty",em[ty,hwmilton,al,35570,marion,20592q6200,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,67%,3 patients,al_ami-2
854,855,10044,marion regional medical center,1256 military street south,ejpty,empt7,jamilton,al,35570,marion,2059216300,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,1 patients,al_ami-3
855,856,10044,marion regional medical center,1256 military street south,dmpty,empyy,hamil6on,al,35570,marion,2059116200,acute care hospitals,voluntary non-profit - private,yes,heart attadk,ami-4,heart attack patients given smoking cessation advice/counseling,empty,0 patients,al_ami-4
856,857,10044,marion regional medical center,1256 military street south,empt6,emlty,hami.ton,al,35570,marion,2059216q00,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,33%,3 patients,al_ami-5
857,858,10044,marion regional medical center,1256 military street south,empry,rmpty,hamilt0n,al,35570,marion,205921t200,acute care hospitals,voluntary non-profit - private,yes,beart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,0 patients,al_ami-7a
858,859,10044,marion regional medical center,1256 military street south,em-ty,"e,pty",hsmilton,al,35570,marion,205921t200,acute care hospitals,voluntary non-profit - private,yes,heart attsck,ami-8a,heart attack patients given pci within 90 minutes of arrival,empty,0 patients,al_ami-8a
859,860,10044,marion regional medical center,1256 military street south,dmpty,empyy,hamiltpn,al,35570,marion,2059w16200,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given discharge instructions,74%,38 patients,al_hf-1
860,861,10044,marion regional medical center,1256 military street south,emp6y,dmpty,hzmilton,al,35570,marion,2050216200,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,80%,46 patients,al_hf-2
861,862,10044,marion regional medical center,1256 military street south,em0ty,em[ty,ham9lton,al,35570,marion,2059216100,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),78%,18 patients,al_hf-3
862,863,10044,marion regional medical center,1256 military street south,"e,pty","e,pty",uamilton,al,35570,marion,2959216200,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,80%,10 patients,al_hf-4
863,864,10044,marion regional medical center,1256 military street south,ejpty,ekpty,hamolton,al,35570,marion,2059216100,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,96%,101 patients,al_pn-2
864,865,10044,marion regional medical center,1256 military street south,emlty,empt7,hamilt0n,al,35570,marion,205921620p,acute care hospitals,voluntary noh-profit - private,yes,"pneu,onia",pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,99%,78 patients,al_pn-3b
865,866,10044,marion regional medical center,1256 military street south,smpty,"e,pty",hzmilton,al,35570,marion,2059w16200,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,90%,42 patients,al_pn-4
866,867,10044,marion regional medical center,1256 military street south,ejpty,wmpty,hami;ton,al,35570,marion,205921620p,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,98%,121 patients,al_pn-5c
867,868,10044,marion regional medical center,1256 military street south,rmpty,3mpty,"ha,ilton",al,35570,marion,20592162p0,acute care hospitals,voluntary non-profit - prifate,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),76%,97 patients,al_pn-6
868,869,10044,marion regional medical center,1256 military street south,enpty,emp5y,hakilton,al,35570,marion,20592162-0,acute care hospitals,voluntary non-orofit - private,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,91%,85 patients,al_pn-7
869,870,10044,marion regional medical center,1256 military street south,empgy,empt7,hamil6on,ql,35570,marion,20592162p0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,67%,3 patients,al_scip-card-2
870,871,10044,marion regional medical center,1256 military street south,emlty,em-ty,hamiltom,a;,35570,marion,2059216w00,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,80%,15 patients,al_scip-inf-1
871,872,10044,marion regional medical center,1256 military street south,empth,empt7,hamiltob,zl,35570,marion,2059216290,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,87%,15 patients,al_scip-inf-2
872,873,10044,marion regional medical center,1256 military street south,em[ty,emptg,hamilgon,a;,35570,marion,2059w16200,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),87%,15 patients,al_scip-inf-3
873,874,10044,marion regional medical center,1256 military street south,rmpty,smpty,hakilton,al,35570,marion,q059216200,acute care hospitals,voluntary non-profit - private,yes,surgical infection preventioh,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,empty,0 patients,al_scip-inf-4
874,875,10044,marion regional medical center,1256 military street south,empty,em;ty,hamipton,al,35570,marion,3059216200,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,19 patients,al_scip-inf-6
875,876,10044,marion regional medical center,1256 military street south,empty,em[ty,hami.ton,zl,35570,marion,20592`6200,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,100%,4 patients,al_scip-vte-1
876,877,10044,marion regional medical center,1256 military street south,empty,smpty,hamikton,al,35570,marion,2059215200,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,100%,4 patients,al_scip-vte-2
877,878,10045,fayette medical center,1653 temple avenue north,empty,ekpty,fahette,al,35555,fayette,2059w25966,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,100%,18 patients,al_ami-1
878,879,10045,fayette medical center,1653 temple avenue north,empty,enpty,fauette,al,35555,fayette,2059315966,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,100%,12 patients,al_ami-2
